cell_line_id,cell_line_name,organ,site_type,disease,age,sex,category,species
CVCL_1E40,"CA #12,CA 12,CA-12",Cervical lymph node,Metastatic,Melanoma,20Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_T325,CaCL 74-36,Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_T326,CaCL 78-1,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_T327,CaCL 78-4,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_T328,CaCL 79-3,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_G085,"CAL-1 [Human melanoma],CAL 1,Centre Antoine Lacassagne-1",Bone marrow,Metastatic,Melanoma,45Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_5V13,"CAL-23 [Human melanoma],CAL 23,Cal 23,Centre Antoine Lacassagne-23",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_5V14,"CAL-24,CAL 24,Cal 24,Centre Antoine Lacassagne-24",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_X042,"CAL-26,CAL 26,Cal 26,Centre Antoine Lacassagne-26",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_X043,"CAL-32,CAL 32,Cal 32,Centre Antoine Lacassagne-32",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_G086,"CAL-4,CAL 4,Cal 4,Centre Antoine Lacassagne-4",Axillary lymph node,Metastatic,Melanoma,66Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_5V16,"CAL-41,CAL 41,Centre Antoine Lacassagne-41",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_RL40,"CAL-48A,CAL 48A,CAL 48 A,Centre Antoine Lacassagne-48A",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_G087,"CAL-7,CAL 7,Centre Antoine Lacassagne-7","Left temple, skin",In situ,Melanoma,75Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IV96,CAR #1,Inguinal lymph node,Metastatic,Melanoma,66Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_E6EY,"CCLF-KL1105T,CCLF_KL1105T,CPDM_0603X","Brain, left temporal cortex",Metastatic,Melanoma,74Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E6F6,"CCLF-KL1187T,CCLF_KL1187T,CPDM_0762X","Brain, left temporal cortex",Metastatic,Melanoma,73Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D3YZ,"CCLF-MELM_0026-T-A,CCLF_MELM_0026_T_A",,,Melanoma,58Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D3Z0,"CCLF-MELM_0026-T-B,CCLF_MELM_0026_T_B",Brain,Metastatic,Melanoma,58Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_1122,"CHL-1,CHL1",Pleural effusion,Metastatic,Melanoma,36Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_V643,CHL-2,Pleural effusion,Metastatic,Melanoma,36Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_7942,"1011-mel,1011-MEL,1011 mel,1011mel,1011,Mel 1011",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_WM48,10249M,Skin,Metastatic,Melanoma,39Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_GR77,"1074-mel,1074-MEL,1074 mel,1074mel,1074MEL",Lymph node,Metastatic,Melanoma,26Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_8029,"1088-mel,1088-MEL,1088 Mel,1088 mel,1088",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8030,"1102-mel,1102-MEL,1102 mel,1102mel,1102,Mel-1102,MEL1102",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_GR78,"1106-mel,1106 mel,1106mel,1106MEL",Hypodermis,Metastatic,Melanoma,46Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S406,"1123-mel,1123-MEL,1123",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8031,"1143-mel,1143-MEL,1143 mel,1143",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_A1DT,"1173-mel,1173-MEL",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_GR79,"1174-mel,1174-MEL,1174 mel,1174mel,1174MEL",Hypodermis,Metastatic,Melanoma,53Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_GR80,"1180-mel,1180-MEL,1180mel,1180MEL",Hypodermis,Metastatic,Melanoma,46Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_8032,"1182-mel,1182-MEL,1182 mel,1182",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8033,"1195-mel,1195-MEL,1195 mel,1195",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8034,"1199-mel,1199-MEL,1199 mel,1199",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_GR81,"1259-mel,1259-MEL,1259mel,1259MEL",Hypodermis,Metastatic,Melanoma,30Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_8035,"1278-mel,1278-MEL,1278 mel,1278",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8036,"1280-mel,1280-MEL,1280 mel,1280",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8037,"1286-mel,1286-MEL,1286 mel,1286",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8038,"1287-mel,1287-MEL,1287 mel,1287",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_RW69,1290-2,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_7943,"1290-mel,1290-MEL,1290 mel,1290,MG-1290,1290-MEL p14,1290p14",Uterus,Metastatic,Melanoma,26Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_8039,"1300-mel,1300-MEL,1300 mel,1300",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_A1DQ,"1308-mel,1308-MEL",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8040,"1317-mel,1317-MEL,1317 mel,1317",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_Z019,"1335-mel,1335-MEL,1335",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_A1DR,"1338-mel,1338-MEL,1338",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_A1DS,"1351-mel,1351-MEL",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_Z020,"1352-mel,1352-MEL,1352",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8041,"1359-mel,1359-MEL,1359 mel,1359,Mel-1359",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W281,136-2,Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S560,"1362-mel,1362-MEL,1362 mel,1362mel,1362",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8042,"1363-mel,1363-MEL,1363 mel,1363",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8043,"1376-mel,1376-MEL,1376 mel,1376",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8044,"1383-mel,1383-MEL,1383 mel,1383",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8045,"1388-mel,1388-MEL,1388 mel,1388",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8046,"1390-mel,1390-MEL,1390 mel,1390",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_WM36,13923M,Lymph node,Metastatic,Melanoma,53Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_WM42,14362M,Lymph node,Metastatic,Melanoma,54Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_WM31,14464M,Lymph node,Metastatic,Melanoma,22Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_8047,"1479-mel,1479-MEL,1479 mel,1479,Mel-1479",Not specified,Metastatic,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_8048,"1495-mel,1495-MEL,1495 mel,1495",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8049,"1520-mel,1520-MEL,1520 mel,1520",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_WM29,15392M,Lymph node,Metastatic,Melanoma,36Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_WM58,1568M,Lung,Metastatic,Melanoma,56Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_WM57,16396M,Colon,Metastatic,Melanoma,30Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_RW70,1704,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_WM37,17697M,Lymph node,Metastatic,Melanoma,52Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_DI11,"1858-mel a,1858-MEL a,1858-MEL a (Fragment)","Right flank, hypodermis",Metastatic,Melanoma,26Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_DI12,"1858-mel b,1858-MEL b,1858-MEL b (Medimachine)","Right flank, hypodermis",Metastatic,Melanoma,26Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_DI13,"1858-mel c,1858-MEL c,1858-MEL c (Wash)","Right flank, hypodermis",Metastatic,Melanoma,26Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_WM47,18588M,Cutaneous,Metastatic,Melanoma,51Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_WM30,18656M,Lymph node,Metastatic,Melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_WM39,18732M,Lymph node,Metastatic,Melanoma,41Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_DI14,"1936-mel,1936-MEL,1936-MEL (Medimachine),MG-1936","Right chest wall, hypodermis",Metastatic,Melanoma,26Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_DI15,"1962-mel,1962-MEL,MG-1962","Right breast, hypodermis",Metastatic,Melanoma,26Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_WY47,2048-mel,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_WM50,20706M,Cutaneous,Metastatic,Melanoma,34Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_VP97,"CIMA 62,CIMA62",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VP98,"CIMA 73,CIMA73",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VP99,"CIR 229,CIR229",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_U797,CJM [Human melanoma],,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_U910,CMel 136,Axillary lymph node,Metastatic,Melanoma,35Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_7037,"CN-Mel,CNMel",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_UU21,CNIO AH,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_UU24,CNIO AK,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_UU42,CNIO BQ,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_X381,"COLO 103,COLO #103,Colorado 103",Not specified,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_9975,"COLO 239F,COLO 239,COLO #239,Colo 239F,COLO239F,Colo239F,COLOF,COLO-F,Colorado 239F",,,Melanoma,25Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E5HM,"COLO 296,COLO #296,Colorado 298",Inguinal lymph node,Metastatic,Melanoma,47Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_X382,"COLO 297F,COLO #297,Colorado 297",Brain,Metastatic,Melanoma,76Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_X388,"COLO 298,COLO #298,Colorado 298",Inguinal lymph node,Metastatic,Melanoma,47Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_E5HN,"COLO 300,COLO #300,Colorado 300",Inguinal lymph node,Metastatic,Melanoma,47Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_E5HP,"COLO 302,COLO #302,Colorado 302",Inguinal lymph node,Metastatic,Melanoma,47Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_E5HQ,"COLO 322,COLO #322,Colorado 322",Axillary lymph node,Metastatic,Melanoma,42Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_X383,"COLO 324,COLO #324,Colorado 324",Axillary lymph node,Metastatic,Melanoma,42Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E5HR,"COLO 342,COLO #342,Colorado 342",Inguinal lymph node,Metastatic,Melanoma,69Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E5HS,"COLO 343,COLO #343,Colorado 343",Inguinal lymph node,Metastatic,Melanoma,69Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_X385,"COLO 349,COLO #349,Colorado 349",Inguinal lymph node,Metastatic,Melanoma,69Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E5HT,"COLO 358,COLO #358,Colorado 358",Peripheral blood,Metastatic,Melanoma,63Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E5HU,"COLO 361,COLO #361,Colorado 361",Lymph node,Metastatic,Melanoma,63Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E5HV,"COLO 362,COLO #362,Colorado 362",Lymph node,Metastatic,Melanoma,63Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E5HW,"COLO 363,COLO #363,Colorado 363",Lymph node,Metastatic,Melanoma,63Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_X389,"COLO 368,COLO #368,Colorado 368","Flank, skin",Metastatic,Melanoma,35Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_X384,"COLO 381,COLO #381,Colorado 381","Flank, skin",Metastatic,Melanoma,35Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_X387,"COLO 417,COLO #417,Colorado 417",Axillary lymph node,Metastatic,Melanoma,30Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E5HY,"COLO 419,COLO #419,Colorado 419",Axillary lymph node,Metastatic,Melanoma,30Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E5HZ,"COLO 437,COLO #437,Colorado 437",Axillary lymph node,Metastatic,Melanoma,30Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E5I0,"COLO 441v,COLO #441v,Colorado 441v",Peripheral blood,Metastatic,Melanoma,30Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E5I1,"COLO 442v,COLO #442v,Colorado 442v",Peripheral blood,Metastatic,Melanoma,30Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_X378,"COLO 52,COLO #52,Colorado 52",Not specified,Metastatic,Melanoma,34Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_X390,"COLO 525,Colo 525,COLO #525,Colorado 525",Bone,Metastatic,Melanoma,49Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_X391,"COLO 527,Colo 527,COLO #527,Colorado 527",Bone,Metastatic,Melanoma,49Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_X379,"COLO 53,COLO #53,Colorado 53",Not specified,Metastatic,Melanoma,34Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_X380,"COLO 55,COLO #55,Colorado 55",Not specified,Metastatic,Melanoma,34Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_1992,"COLO 699,COLO-699,Colo-699,COLO #699,Colo699,COLO699,Colorado 699,CHL1DM",Pleural effusion,Metastatic,Melanoma,36Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_1993,"COLO 699N,COLO 699 N,COLO-699N,COLO #699N,Colorado 699N",Pleural effusion,Metastatic,Melanoma,36Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_2407,"COLO 738,Colo 738,COLO-738,MFHL-2,Colorado 738",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_1133,"COLO 741,COLO-741,Colo741,COLO741,Colorado 741",Pelvic wall,Metastatic,Melanoma,69Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_1997,"COLO 783,COLO-783,COLO #783,Colo783,COLO783,Colorado 783",Right axillary lymph node,Metastatic,Melanoma,48Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_1134,"COLO 792,COLO-792,COLO #792,COLO792,Colorado 792",Brain,Metastatic,Melanoma,62Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_X377,"COLO 93,COLO #93,Colorado 93",Not specified,Metastatic,Melanoma,69Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_VQ00,"CON 242,CON242",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VP95,"COPA 159,COPA-159,COPA159,COPA",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_1143,"CP50-MEL-B,CP50MELB,CP50-MEL",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_1144,"CP66-MEL,CP66MEL,CP66",,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_1145,"CP67-MEL,CP67MEL",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_7038,"CR-Mel,CRMel",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DH62,"D01,D01-JEB",,,Melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_DH63,D03,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_H604,"D04,DO4,D04M",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_H607,"D05,D05M1",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_H608,"D08,D08M",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_H945,"D10,D10M",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_H946,D11,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_B4KM,"D11-M2,D11M2",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_B4KN,D11-M3,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_H944,D14,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_B4KP,D14-M1,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_B4KQ,"D14-M2,D14M2",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_H943,"D17,D17M1",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_B4KG,D18,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W869,"D20,D20M",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DH67,"D22 [Human melanoma],D22M1",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W870,"D23,D23M",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W871,"D24 [Human melanoma],D24M",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W872,D25,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DH68,D26,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DH69,D28,,,Melanoma,66Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_DH70,D29,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DH71,D30,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DH72,"D32,D32M",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DG37,"D35,D35M1",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DH73,"D36,D36M",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DH74,"D38 [Human melanoma],D38-T,D38M2",,,Melanoma,48Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_DH75,D40,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DH76,"D41,D41M",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C6NP,D42.M1,Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DH66,D49,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DH65,D54,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_DH64,D64,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D902,DB-1 [Human melanoma],Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D903,DB-8,Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VU93,DDHK62-MEL,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4161,"DEOC-1,DEOC1","Heel, skin",In situ,Melanoma,59Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_9V17,"DFB,DFBmel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_9V18,"DFW,DFWmel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_9V00,"DL [Human melanoma],DLmel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_5644,DM-4,Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_ZL64,"DM100,Duke Melanoma 100",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_F867,"DM105,Duke Melanoma 105",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_ZL62,"DM12 [Human melanoma],Duke Melanoma 12",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_E9CF,DM12-TK,Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6623,"DM122,Duke Melanoma 122",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
